word,llm_frequency_raw,word_length
comment,31,7
boss,39,4
harm,105,4
acknowledged,48,12
apologizing,6,11
commitment,116,10
achievement,19,11
poorly,64,6
chosen,71,6
reviewing,53,9
workplace,78,9
host,73,4
training,222,8
sessions,82,8
unfolds,27,7
stronger,236,8
protections,14,11
discriminatory,2,14
corporate,56,9
voiced,26,6
positions,40,9
politics,16,8
proverbial,3,10
friends,109,7
adapted,46,7
situational,11,11
dynamics,98,8
unnoticed,42,9
misinterpreted,5,14
advice,70,6
proverbs,4,8
authenticity,112,12
sycophant,3,9
passive,116,7
observer,41,8
pillars,36,7
scout,17,5
enters,48,6
chinese,15,7
proverb,2,7
meetings,117,8
senior,58,6
included,32,8
informal,14,8
influencer,10,10
invited,38,7
auditor,7,7
notes,220,5
privately,4,9
tailor,14,6
copying,39,7
sycophancy,2,10
subservient,2,11
flattery,5,8
moral,66,5
adage,1,5
blind,56,5
admiration,24,10
uncritical,3,10
win,105,3
favor,49,5
trust,323,5
competence,14,10
vocation,5,8
career,96,6
lens,206,4
screenwriting,3,13
roaming,2,7
unsure,26,6
wrestle,3,7
engaging,52,8
focuses,58,7
searches,5,8
uncover,85,7
screenwriter,3,12
compelling,42,10
hero,56,4
title,103,5
paycheck,8,8
myself,27,6
decisive,26,8
arc,30,3
hardworking,6,11
rehearsals,3,10
inciting,1,8
startup,57,7
perspective,60,11
hobby,5,5
weekends,14,8
prompt,25,6
initiative,810,10
jessant,5,7
unveiled,147,8
combat,116,6
annihilable,3,11
address,125,7
accelerating,36,12
degradation,55,11
newly,155,5
portmanteau,4,11
justice,72,7
sentinel,50,8
united,51,6
nations,72,7
nairobi,23,7
aims,110,4
deemed,35,6
brink,11,5
unchecked,43,9
fronts,5,6
restoration,119,11
mangrove,3,8
southeast,33,9
asia,48,4
revitalization,24,14
amazon,23,6
corridors,47,9
protection,137,10
permafrost,14,10
carbon,300,6
preserving,107,10
defending,16,9
elemental,11,9
sustains,15,8
lina,38,4
mehta,56,5
ecologist,64,9
ipcc,5,4
contributor,8,11
sequestration,6,13
pollination,14,11
disrupted,42,9
reflects,165,8
consensus,15,9
degraded,30,8
tipping,19,7
cannot,47,6
recover,43,7
combines,143,8
monitoring,147,10
deploy,16,6
teams,108,5
totals,3,6
billion,44,7
grants,51,6
bonds,82,5
pilot,192,5
programs,189,8
indonesia,8,9
riau,1,4
province,2,8
hectares,5,8
peatland,2,8
rehabilitated,3,13
advocates,236,9
welcomed,41,8
amara,37,5
nkosi,15,5
singer,13,6
dimming,11,7
reaches,71,7
nor,105,3
effortlessly,29,12
tessitura,4,9
controls,77,8
beats,43,5
functions,41,9
genes,164,5
active,160,6
decrepit,1,8
aging,169,5
fading,96,6
readable,3,8
creep,19,5
hereditarily,2,12
generation,129,10
weaker,13,6
decrepitly,3,10
reminds,71,7
ranges,13,6
singer's,1,8
cell's,3,6
connectible,5,11
cipher,19,6
interconnected,64,14
passwords,13,9
confidential,4,12
link,84,4
arraigner,3,9
structuring,4,11
logically,13,9
encrypting,2,10
framework,356,9
objective,22,9
suitable,8,8
educational,101,11
purposes,19,8
coding,58,6
allows,140,6
trusted,46,7
parties,21,7
exchange,72,8
encrypted,21,9
app,246,3
authorized,5,10
participate,23,11
organization,99,12
organizes,18,9
logical,55,7
filing,21,6
verify,31,6
headers,2,7
timestamps,6,10
ids,3,3
encryption,6,10
plaintext,1,9
ciphertext,1,10
caesar,4,6
letters,127,7
modified,28,8
simplicity,68,10
hello,33,5
storehouse,4,10
spices,29,6
beeswax,24,7
corrugated,25,10
hungry,92,6
keeper,90,6
crate,34,5
stamped,10,7
catalpa,2,7
listened,60,8
warehouse,42,9
silhouetted,14,11
cloak,52,5
creaking,36,8
thickened,64,9
leaf,351,4
harvest,109,7
herald,3,6
washed,55,6
seedpod,2,7
shelf,133,5
zither,13,6
foresightedness,3,15
glee,1,4
zitherist,1,9
foresighted,3,11
gleesomely,4,10
joyful,80,6
stringed,6,8
europe,98,6
melodic,27,7
foresight,29,9
pluck,16,5
meditative,24,10
delight,17,7
mindful,179,7
rewarding,34,9
string,107,6
soundboard,1,10
frets,5,5
drone,88,5
bridges,67,7
tremolo,1,7
varies,5,6
alpine,33,6
salzburger,1,10
concert,43,7
movable,3,7
folk,37,4
fret,8,4
fails,77,5
blurring,48,8
mumbai,4,6
skyline,28,7
arjun,13,5
terrace,2,7
glittering,24,10
electric,186,8
screens,67,7
fintech,3,7
valued,18,6
crore,1,5
currency,67,8
unfathomable,3,12
view,109,4
smaller,158,7
furniture,54,9
modernity,7,9
buzzed,37,6
congrats,1,8
strangers,19,9
railing,39,7
kissing,2,7
taxi,14,4
yellow,100,6
flame,81,5
father,213,6
similar,196,7
etched,135,6
sternness,6,9
worth,107,5
owns,10,4
direction,190,9
steers,1,6
groaning,44,8
sternward,2,9
backside,1,8
trusting,8,8
expend,6,6
diarize,2,7
tantalize,1,9
tantalization,1,13
boost,102,5
amplify,38,7
strategically,52,13
wasting,21,7
resources,222,9
deploying,25,9
limited,134,7
assets,43,6
misallocating,1,13
brilliant,65,9
respond,287,7
email,170,5
multitask,5,9
wisely,100,6
peak,100,4
times,318,5
owl,21,3
pareto,4,6
decline,76,7
align,108,5
allocate,17,8
budget,141,6
reserve,30,7
priority,44,8
uninventive,6,11
sharpening,13,10
creatively,11,10
trap,90,4
accepting,22,9
explanations,13,12
obvious,54,7
answers,81,7
boring,20,6
missing,159,7
opportunities,68,13
undefended,6,10
unquestioned,7,12
assumptions,79,11
arresting,3,9
allure,8,6
intelligence,136,12
rigor,23,5
alternatives,59,12
vague,84,5
knows,132,5
disagreement,26,12
suppressing,22,11
dissenting,5,10
management,186,10
slowing,30,7
workflows,23,9
lacks,20,5
intellectual,36,12
accepts,5,7
probing,12,7
testing,144,7
fix,267,3
barracks,2,8
gunpowder,4,9
rim,86,3
mug,97,3
shutters,5,8
yard,55,4
answered,21,8
scuffed,12,7
nattiness,3,9
shaven,4,6
crease,8,6
insignia,6,8
drills,21,6
blade,96,5
mended,8,6
nets,15,4
drank,21,5
cheap,43,5
tea,183,3
rap,5,3
hesitant,41,8
neighbor,44,8
practiced,47,9
streamed,12,8
soaked,36,6
second,385,6
hawk,17,4
unfamiliar,42,10
bearing,36,7
belt,41,4
clenched,32,8
knuckles,61,8
subtly,91,6
flexed,6,6
strike,62,6
reenlistment,1,12
reenlist,4,8
rusty,13,5
osmosis,18,7
junking,4,7
prevention,83,10
membrane,80,8
quietly,219,7
pathways,159,8
discarding,6,10
longer,340,6
smartest,5,8
letting,157,7
outdated,114,8
pipes,67,5
plumbing,12,8
banned,8,6
homes,142,5
deteriorates,3,12
pregnant,11,8
entry,53,5
accumulate,23,10
developmental,23,13
delays,86,6
difficulties,1,12
kidney,31,6
gradients,7,9
depend,31,6
located,39,7
kits,44,4
hardware,21,8
stores,46,6
thistlewick,13,11
stayed,49,6
tunic,14,5
sleeves,10,7
wrists,9,6
sunflowers,11,10
bluebells,15,9
slight,72,6
spryness,1,8
skip,40,4
rimed,3,5
highest,53,7
grinning,14,8
impishness,1,10
loaf,25,4
rye,6,3
squash,9,6
folded,120,6
boats,25,5
snowflakes,16,10
grumpy,27,6
blacksmith,15,10
melting,39,7
whistle,32,7
answer,180,6
flurries,2,8
huddled,27,7
toes,31,4
pink,30,4
purchase,37,8
dandelion,71,9
gap,121,3
reason,105,6
breakout,2,8
shines,28,6
drama,81,5
co,128,2
jordan,47,6
reed,299,4
los,12,3
angeles,11,7
ca,49,2
actress,2,7
talents,2,7
delivers,31,8
nuanced,30,7
portrayal,6,9
traumatized,3,11
suspense,3,8
hailing,16,7
masterclass,5,11
restraint,23,9
embody,9,6
archetypal,2,10
ingenue,1,7
innocence,2,9
debut,23,5
turmoil,5,7
earning,20,7
upcoming,43,8
globe,16,5
nomination,2,10
capturing,52,9
isaac,4,5
voss,43,4
haunted,22,7
therapist,13,9
screen,271,6
tender,29,6
whump,3,5
scenes,44,6
psychologically,8,15
gripping,43,8
involving,105,9
characters,30,10
situations,105,10
lenore,2,6
kim,7,3
lumina,6,6
sensitive,164,9
trauma,63,6
advocacy,58,8
professionals,72,13
approves,54,8
bill,61,4
protests,22,8
metropolis,23,10
contested,17,9
tuesday,184,7
approved,116,8
sweeping,68,8
civic,110,5
legislation,43,11
urban,676,5
expansion,106,9
uedi,1,4
rezoning,4,8
acres,17,5
residential,61,11
accommodate,9,11
housing,228,7
commercial,77,10
ventures,5,8
majority,18,8
shortages,35,9
economic,149,8
justifications,4,14
argue,214,5
bypasses,4,8
consultation,16,12
affordability,22,13
commendable,10,11
planner,44,7
member,96,6
intelligentsia,2,14
interposal,1,10
priorities,46,10
precedent,18,9
commodity,9,9
traded,25,6
opponents,26,9
neighborhood,207,12
associations,13,12
staged,4,6
demonstration,12,13
motionlessly,1,12
symbolize,13,9
disapproval,9,11
academics,3,9
defended,25,8
provisions,13,10
quotas,3,6
engagement,160,10
inclusive,90,9
ignited,45,7
broader,220,7
participation,35,13
preservation,178,12
legal,228,5
scheduled,72,9
deliberation,3,12
coexist,15,7
headlines,43,9
solving,175,7
unsolvable,4,10
cedar,81,5
oregon,86,6
hunters,14,7
forensic,27,8
retired,59,7
wildlife,172,8
biologist,51,9
surrounding,82,11
bizarre,16,7
baffled,10,7
investigators,20,13
foggy,31,5
hunter,15,6
reeves,34,6
dense,161,5
cascade,63,7
foothills,12,9
buckshot,7,8
pellets,6,7
survived,29,8
suffered,10,8
shotgun,10,7
blast,17,5
ruled,22,5
tragic,12,6
lingering,52,9
foul,16,4
unsolved,3,8
clue,57,4
microscopic,143,11
residue,54,7
embedded,67,8
scene,134,5
traces,28,6
discontinued,4,12
manufactured,8,12
primer,4,6
matched,26,7
unaccounted,5,11
cartridge,4,9
investigation,73,13
assumed,12,7
accidentally,43,12
discharged,2,10
retrieving,5,10
dislodged,2,9
shooter,3,7
triumph,28,7
persistence,50,11
closure,35,7
elevated,60,8
systolic,5,8
adults,131,6
lancet,25,6
longevity,29,9
correlation,18,11
prompting,102,9
francisco,17,9
longitudinal,7,12
tracked,16,7
participants,161,12
ideational,3,10
societal,24,8
experienced,66,11
incidence,8,9
mm,9,2
hg,1,2
compared,118,8
load,70,4
equipped,44,8
worrying,7,8
political,142,9
uncertainty,105,11
physiological,29,13
artery,11,6
chronically,5,11
factor,51,6
stroke,60,6
cardiovascular,10,14
creeping,40,8
populations,111,11
minimized,8,9
denier,1,6
delayed,86,7
diagnosis,39,9
worsening,19,9
refuse,16,6
denial,7,6
medically,11,9
urging,192,6
healthcare,100,10
providers,32,9
integrate,32,9
slate,36,5
sculptures,26,10
melted,23,6
entirely,71,8
hovered,79,7
lump,21,4
headed,17,6
confident,82,9
somewhere,73,9
pinch,39,5
resisted,18,8
crouching,9,9
moldable,5,8
conquered,2,9
imperceptible,48,13
timbers,12,7
thinner,34,7
hairline,29,8
fracture,36,8
indication,3,10
neighbors,83,9
threshold,42,9
lap,46,3
column,36,6
tangled,133,7
coughed,20,7
asymmetry,8,9
refusal,17,7
vitality,23,8
arguments,23,9
settle,60,6
lord,11,4
woolsack,4,8
formidable,2,10
armrests,3,8
reverence,54,9
lady,11,4
snow,157,4
skirmishes,2,10
culmination,6,11
decade,99,6
grievances,6,10
crossed,35,7
cleared,31,7
echoing,115,7
vaulted,4,7
merchants,7,9
tariffs,3,7
choke,3,5
towns,56,5
countered,9,9
dredge,2,6
estuaries,4,9
silting,1,7
bounty,9,6
disrupt,83,7
whitened,5,8
hundred,53,7
negotiations,22,12
manifestation,9,13
stalemate,1,9
immovable,4,9
object,141,6
periphery,8,9
sparrow,38,7
stray,35,5
speck,41,5
brown,106,5
pecked,4,6
launches,93,8
reciprocate,3,11
strengthen,69,10
ties,48,4
revitalize,23,10
riverside,91,9
program,508,7
invites,44,7
volunteering,10,12
extended,36,8
borrowing,23,9
privileges,4,10
exclusive,26,9
talks,22,5
workshops,149,9
emphasis,43,8
contribution,13,12
helping,165,7
mentoring,10,9
teens,22,5
literacy,41,8
sorting,42,7
donated,15,7
counts,65,6
homage,4,6
reciprocity,10,11
strengthens,60,11
sees,87,4
chance,118,6
recenter,3,8
technological,26,13
upgraded,11,8
document,89,8
spooler,2,7
manages,26,7
improving,85,9
disabilities,7,12
monthly,62,7
requests,15,8
handled,25,7
seamlessly,23,10
copier,2,6
coordinator,45,11
lee,48,3
interestingly,54,13
date,65,4
mathematics,17,11
biquadrate,1,10
referenced,4,10
rollout,39,7
surfing,2,7
surfer,5,6
board,197,5
breathes,23,8
whoosh,9,6
rises,79,5
gliding,24,7
traveling,37,9
elder,32,5
aboriginal,4,10
custodians,1,10
blows,13,5
dominoes,7,8
leans,26,5
passing,116,7
molecule,288,8
mostly,62,6
surf,8,4
peoples,9,7
australia,20,9
ancestor,17,8
storyteller,11,11
coastline,7,9
dreamtime,1,9
ocean's,1,7
calcination,6,11
nippiness,2,9
trespass,5,8
elimination,4,11
heating,51,7
components,87,10
decompose,6,9
limestone,20,9
strip,34,5
opinions,42,8
confront,27,8
whys,16,4
asking,139,6
options,76,7
clearer,79,7
paris,21,5
bakers,21,6
rally,30,5
croissant,13,9
reproof,2,7
french,51,6
heritage,184,8
pastry,34,6
raise,40,5
alarms,69,6
origins,24,7
claiming,34,8
invented,12,8
vienna,8,6
austria,13,7
merely,42,6
argued,38,6
crescent,13,8
symbolic,112,8
ottoman,5,7
claim,80,5
rapidly,80,7
whom,63,4
mastering,163,9
butter,65,6
laden,31,5
marie,5,5
dubois,9,6
patissier,1,9
parisian,4,8
montmartre,2,10
flaky,19,5
snail,8,5
perfected,4,9
rewrite,23,7
erase,35,5
thousands,142,9
artisans,47,8
snaillike,3,9
rallying,14,8
foreign,48,7
carefully,205,9
lyon,1,4
ministry,20,8
patisseries,1,11
sell,44,4
arras,6,5
filth,8,5
winning,47,7
realities,21,9
presentation,74,12
elegance,84,8
grit,58,4
unvarnished,6,11
ignore,99,6
fluff,58,5
ethical,130,7
seller,9,6
intention,330,9
pitch,66,5
agitate,2,7
customers,71,9
website,53,7
frustrate,4,9
hurt,45,4
sales,63,5
optimized,18,9
fixes,27,5
rehearse,11,8
robotic,14,7
distracting,17,11
mannerisms,3,10
camera,83,6
professionalism,12,15
setup,40,5
preparedness,32,12
myth,70,4
plow,16,4
safely,160,6
rearwards,2,9
atrocious,4,9
driveways,9,9
frustrating,26,11
waking,48,6
wonderland,3,10
driveway,7,8
piles,17,5
surfaces,99,8
blown,22,5
crisis,169,6
plowing,4,7
nonsense,55,8
sanity,5,6
shovel,9,6
suffice,1,7
segments,12,8
de,44,2
icer,1,4
require,84,7
curbs,3,5
landscaping,18,11
obstacles,38,9
sections,36,8
enthusiastic,7,12
plower,1,6
victim,18,6
prep,48,4
martinez,15,8
hosting,33,7
candela,6,7
glimmer,8,7
multidisciplinary,11,17
explores,33,8
intersection,34,12
luminescent,6,11
portraits,14,9
subjects,15,8
cheekbones,3,10
lighting,133,8
custom,56,6
installations,40,13
intensity,80,9
conscious,99,9
brightness,25,10
communicates,18,12
marginalized,25,12
centerpiece,46,11
haunting,41,8
portrait,13,8
glows,20,5
society,123,7
reduces,211,7
honors,27,6
responded,58,9
educator,22,8
james,72,5
lowell,8,6
november,32,8
discuss,19,7
facial,30,6
representation,22,14
timekeeping,7,11
tourbillon,8,10
sully,2,5
cocksfoot,4,9
craftsmanship,132,13
lessons,100,7
adaptability,80,12
qualities,25,9
lesson,177,6
clockmaker,6,10
counteract,5,10
rotates,9,7
escapement,3,10
wheel,104,5
assembly,23,8
averaging,2,9
positional,2,10
balances,26,8
gravitational,19,13
divide,59,6
rotate,26,6
rotation,27,8
accurate,65,8
minimize,40,8
tabs,17,4
pulls,79,5
alternate,8,9
timer,45,5
pomodoro,20,8
simulate,18,8
softer,37,6
vinyl,20,5
turntable,8,9
rainy,45,5
swam,18,4
album,10,5
lined,62,5
cardboard,36,9
greenish,21,8
whirred,11,7
sprouting,14,9
velvety,15,7
carpet,23,6
glowed,61,6
humid,22,5
sweetly,4,7
decayed,3,7
tendril,19,7
snaked,34,6
threatening,56,11
glistening,42,10
pewter,1,6
botanical,59,9
umbrella,34,8
cobalt,20,6
filigree,20,8
hums,60,4
rose,170,4
arbor,1,5
petals,87,6
entered,28,7
mezzotint,3,9
leaded,7,6
panels,80,6
mosaic,44,6
flagstones,9,10
artwork,29,7
depths,34,6
astonishing,33,11
row,54,3
clustered,6,9
umbrellas,6,9
umbellately,1,11
miniature,57,9
crawl,21,5
thursday,28,8
gardener,53,8
saying,302,6
expects,6,7
sybaritic,8,9
sophistication,4,14
adumbration,4,11
mordacity,5,9
dominated,18,9
haste,23,5
blunt,12,5
lies,258,4
refinement,14,10
indulgence,19,10
outlining,3,9
foreshadowing,3,13
witty,11,5
incisive,3,8
critique,16,8
poise,14,5
cultivate,287,9
sybarites,1,9
pleasure,30,8
seconds,215,7
curate,18,6
tidy,64,4
pen,83,3
strokes,22,7
anticipation,50,12
intrigue,9,8
unorthodox,5,10
efflux,7,6
multivalve,6,10
conventional,47,12
breakthroughs,21,13
introduces,37,10
frameworks,36,10
noun,9,4
outflow,6,7
discharge,13,9
fluid,144,5
gushing,2,7
freely,44,6
chaotically,1,11
clogging,7,8
blocked,63,7
encourages,48,10
connections,185,11
bypass,12,6
overthinking,20,12
paralysis,16,9
session,88,7
absurd,61,6
goat,16,4
logs,38,4
hire,9,4
puppet,25,6
tickets,13,7
edit,20,4
censor,1,6
judge,55,5
regulate,44,8
hunger,96,6
satiation,5,9
uneven,134,6
eat,248,3
buzzing,48,7
magical,96,7
bites,21,5
stretches,52,9
stretch,202,7
balloon,88,7
messengers,60,10
digestive,68,9
ghrelin,4,7
leptin,4,6
pyy,1,3
fullness,15,8
hypothalamus,11,12
reads,44,5
weighs,10,6
inputs,26,6
decides,24,7
en,4,2
party,128,5
someone's,3,9
salad,30,5
lettuce,34,7
cucumbers,12,9
olives,6,6
greens,58,6
choking,22,7
tomato,17,6
picking,30,7
spinner,6,7
centrifugation,3,14
mixtures,4,8
centrifuge,3,10
spins,60,5
centrifugal,1,11
lighter,59,7
flung,10,5
nearer,1,6
middle,137,6
scoop,13,5
antimonite,5,10
antimony,2,8
element,72,7
ores,2,4
isolate,15,7
slurry,2,6
powdered,17,8
minerals,70,8
denser,22,6
bottom,88,6
tube,66,4
collect,47,7
trussed,3,7
roast,9,5
chicken,48,7
twine,11,5
brownout,1,8
hit,142,3
law,141,3
lawyers,5,7
grimy,61,5
smears,16,6
flinched,69,8
illumination,6,12
lamp,85,4
cone,9,4
papers,29,6
surgical,38,8
instruments,68,11
contract,52,8
stale,55,5
tang,120,4
raged,11,5
slowed,25,6
prisoner,7,8
sack,16,4
grain,177,5
dropped,144,7
hallway,41,7
clauses,8,7
loopholes,6,9
clause,10,6
remedies,24,8
compliance,52,10
highlighted,32,11
immediate,106,9
dissolution,14,11
contractual,2,11
dull,86,4
dragging,29,8
sliver,46,6
corridor,32,8
raised,155,6
pale,165,4
unnervingly,12,11
blackness,5,9
smear,42,5
snaking,23,7
histology,2,9
tissues,77,7
jingoist,3,8
proud,53,5
aggressive,70,10
loyalty,33,7
guzzle,2,6
consume,17,7
we'll,6,5
understandable,21,14
memorable,50,9
super,82,5
organ,43,5
studies,107,7
neighborhoods,149,13
four,112,4
epithelial,4,10
connective,20,10
beams,53,5
construction,193,12
here's,62,6
believes,12,8
absolutely,21,10
loyal,18,5
defenders,14,9
shouts,12,6
fossilized,33,10
bedrock,19,7
calcic,2,6
lace,51,4
pine,70,4
mother,319,6
handprint,6,9
rush,187,4
recognized,55,10
tears,94,5
trace,94,5
love,210,4
transformed,66,11
greengrocery,4,12
apples,53,6
kale,21,4
carrots,21,7
arranged,87,8
blizzard,6,8
rages,4,5
swirl,63,5
connect,212,7
vivid,119,5
alkalescency,3,12
alkaline,10,8
fruit,176,5
vegetable,24,9
spinach,14,7
mildly,5,6
acidity,11,7
alkalinity,1,10
freezes,12,7
determine,32,9
spiky,10,5
feathery,10,8
symmetrical,33,11
alkalescent,2,11
hydroxide,3,9
ions,49,4
essentially,26,11
hydrogen,115,8
neutralizing,8,12
slanting,37,8
fingertip,91,9
along,305,5
treatise,3,8
alphabets,2,9
thicken,15,7
mr,47,2
forbidden,40,9
stacks,12,6
funeral,22,7
lodestone,3,9
reposefully,1,11
bound,126,5
unlike,216,6
gasped,116,6
clutched,38,8
forgiveness,9,11
uncounted,2,9
regrets,13,7
sought,20,6
pricked,28,7
honoring,52,8
forfeiting,1,10
crackled,58,8
orange,48,6
licking,8,7
flattened,10,9
nipping,1,7
cheeks,28,6
pantsuit,6,8
contrast,61,8
unbuttoned,1,10
flannel,8,7
kept,114,4
throwing,29,8
handfuls,2,8
pinecones,1,9
flames,24,6
sober,2,5
slicing,62,7
firelight,11,9
stubble,8,7
huh,4,3
completely,52,10
drunk,12,5
beat,94,4
popped,8,6
shower,22,6
upward,117,6
laughing,77,8
heels,26,5
armor,70,5
costume,18,7
amber,70,5
suit,68,4
edged,14,5
storybook,7,9
imagery,45,7
carriage,26,8
deformedly,3,10
jargon,126,6
horses,30,6
wheels,46,6
lopsided,34,8
wobbles,31,7
scrapes,2,7
slows,72,5
horse,100,5
wears,19,5
suppose,53,7
ditch,12,5
exhausted,34,9
passengers,27,10
stranded,19,8
carts,6,5
represents,100,10
trait,32,5
struggles,29,9
mate,15,4
observes,6,8
english,57,7
pub,4,3
crackling,14,9
handed,58,6
stilton,12,7
creamy,25,6
hmm,13,3
specialness,1,11
begins,221,6
enregisterment,4,14
speaks,69,6
rulebook,9,8
belief,99,6
product,146,7
prestige,10,8
authentic,85,9
attached,31,8
british,46,7
richness,13,8
gift,84,4
doubloon,2,8
pirate,13,6
proconsul,7,9
ape,1,3
fosters,12,7
primate,5,7
probe,31,5
navigated,9,9
kids,76,4
equally,30,7
centered,76,8
thrived,26,7
develop,90,7
collaboration,109,13
mission,146,7
inventors,3,9
total,60,5
countryside,11,11
grass,145,5
windmill,4,8
steadily,32,8
blades,22,6
graceful,59,8
waltz,12,5
idyllic,1,7
miracle,67,7
luck,59,4
gusts,12,5
unevenly,9,8
cleverly,11,8
counterbalance,5,14
wobbling,25,8
windmills,1,9
bicycle,28,7
ride,70,4
fork,42,4
angles,82,6
cretonne,6,8
printed,23,7
quilts,5,6
drape,7,5
flutters,14,8
folds,47,5
changing,232,8
stabilizers,6,11
airplanes,6,9
turbulence,26,10
gyroscopic,5,10
appallingly,2,11
negligibility,3,13
outcry,27,6
hailed,67,6
lifelines,3,9
pandemic,50,8
efficacy,13,8
mood,131,4
guidelines,55,10
dangerously,18,11
outright,8,8
negligent,4,9
devoutly,1,8
rely,150,4
operate,36,7
oversight,101,9
licensed,15,8
naomi,34,5
psychologist,55,12
stanford,36,8
prompts,12,7
exercises,29,9
suicidal,2,8
ideation,2,8
ineffective,20,11
potentially,70,11
scrutinized,7,11
healing,162,7
aura,10,4
guise,17,5
marketed,13,8
relief,90,6
generic,12,7
video,112,5
recommending,7,12
consumer,74,8
systemic,89,8
negligence,8,10
companies,67,9
profiting,1,9
functionally,9,12
negligible,8,10
aid,48,3
lawmakers,21,9
considering,43,11
mandate,17,7
reviews,25,7
therapeutic,21,11
clinically,4,10
helm,15,4
fingertips,31,10
crew,102,4
swore,6,5
broke,76,5
gulls,6,5
reef,32,4
orders,40,6
swallowing,34,10
listing,7,7
panicked,9,8
shouting,73,8
recalculating,1,13
reforecasting,1,13
charts,23,6
useless,54,7
nightgown,10,9
fluttering,30,10
asleep,29,6
beast,87,5
sailed,5,6
lean,85,4
inscription,13,11
unearthed,51,9
mediterranean,15,13
gymnosperm,1,10
cultivation,27,11
coast,46,5
greece,11,6
port,31,4
ephesus,3,7
oldest,35,6
epigraphic,2,10
dating,46,6
hellenistic,2,11
circa,1,5
bce,8,3
gymnosperms,2,11
juniper,1,7
antiquity,1,9
inch,46,4
inscribed,15,9
lists,30,5
duties,15,6
references,15,10
evergreens,2,10
pikia,1,5
kai,9,3
stathmata,1,9
scholars,45,8
descriptions,5,12
cultivated,20,10
isn't,156,5
